001-PR-00679.txt: ([('NEG', 0.5070552585219643), ('NEU', 0.4826250211043917), ('POS', 0.010319720373643957)])
068-AA-00003.txt: ([('NEG', 0.45630549091313244), ('NEU', 0.5213919421086394), ('POS', 0.022302566978228165)])
068-CO-00029.txt: ([('NEG', 0.41755380788726343), ('NEU', 0.5668024351450623), ('POS', 0.01564375696767428)])
068-CO-00052.txt: ([('NEG', 0.645841677241258), ('NEU', 0.3262132728528706), ('POS', 0.02794504990587146)])
068-VI-00001.txt: ([('NEG', 0.40755626522868216), ('NEU', 0.5237271457217052), ('POS', 0.06871658904961261)])
068-VI-00002.txt: ([('NEG', 0.44679295416667336), ('NEU', 0.49565901043308913), ('POS', 0.057548035400237486)])
068-VI-00003.txt: ([('NEG', 0.4464244272416665), ('NEU', 0.5473164864176002), ('POS', 0.00625908634073332)])
068-VI-00012.txt: ([('NEG', 0.6224593192333544), ('NEU', 0.37097694181569646), ('POS', 0.006563738950949105)])
068-VI-00014.txt: ([('NEG', 0.36800044711648605), ('NEU', 0.619075954686255), ('POS', 0.012923598197259006)])
068-VI-00020.txt: ([('NEG', 0.4997277041211682), ('NEU', 0.4899898146209278), ('POS', 0.010282481257904055)])
068-VI-00021.txt: ([('NEG', 0.5920240039475914), ('NEU', 0.39455529342591045), ('POS', 0.01342070262649824)])
068-VI-00022.txt: ([('NEG', 0.5621645618523397), ('NEU', 0.4118244193418313), ('POS', 0.026011018805829105)])
068-VI-00024.txt: ([('NEG', 0.33000031778639183), ('NEU', 0.6417288496423017), ('POS', 0.028270832571306498)])
068-VI-00027.txt: ([('NEG', 0.5302551092407903), ('NEU', 0.43904259718050004), ('POS', 0.03070229357870963)])
068-VI-00030.txt: ([('NEG', 0.4563081729658217), ('NEU', 0.49449009839497526), ('POS', 0.049201728639203045)])
068-VI-00031.txt: ([('NEG', 0.522873121370276), ('NEU', 0.4551267300219158), ('POS', 0.02200014860780831)])
068-VI-00033.txt: ([('NEG', 0.35478977791980576), ('NEU', 0.5926308215325294), ('POS', 0.052579400547664745)])
068-VI-00034.txt: ([('NEG', 0.3947879554634399), ('NEU', 0.5839038862833027), ('POS', 0.02130815825325737)])
068-VI-00035.txt: ([('NEG', 0.44231038268256995), ('NEU', 0.4815330295765253), ('POS', 0.07615658774090475)])
068-VI-00039.txt: ([('NEG', 0.5054220326946549), ('NEU', 0.444134228735686), ('POS', 0.05044373856965909)])
068-VI-00040.txt: ([('NEG', 0.43940904027050837), ('NEU', 0.4775246154810379), ('POS', 0.08306634424845373)])
069-VI-00003.txt: ([('NEG', 0.5683267831343051), ('NEU', 0.3543048160593029), ('POS', 0.07736840080639207)])
070-AA-00001.txt: ([('NEG', 0.3883810960065344), ('NEU', 0.554471059777485), ('POS', 0.05714784421598062)])
070-PR-00886.txt: ([('NEG', 0.46512102837608277), ('NEU', 0.4874993793170601), ('POS', 0.04737959230685712)])
070-PR-00889.txt: ([('NEG', 0.6756678760974008), ('NEU', 0.27206960276856934), ('POS', 0.05226252113402987)])
070-PR-00891.txt: ([('NEG', 0.5979025187882089), ('NEU', 0.37805943046267376), ('POS', 0.024038050749117336)])
070-PR-00893.txt: ([('NEG', 0.6145424937273811), ('NEU', 0.3503631826993505), ('POS', 0.03509432357326833)])
070-PR-00900.txt: ([('NEG', 0.4732132273947123), ('NEU', 0.3988895366869132), ('POS', 0.12789723591837457)])
070-PR-00954.txt: ([('NEG', 0.5752141593344714), ('NEU', 0.36933695469097927), ('POS', 0.055448885974549396)])
070-VI-00002.txt: ([('NEG', 0.6325892501856224), ('NEU', 0.3363267662988532), ('POS', 0.0310839835155244)])
070-VI-00003.txt: ([('NEG', 0.4638877943837177), ('NEU', 0.46552119398727737), ('POS', 0.07059101162900491)])
070-VI-00005.txt: ([('NEG', 0.4995733103175538), ('NEU', 0.49429154425890703), ('POS', 0.0061351454235391385)])
070-VI-00007.txt: ([('NEG', 0.46189030108836404), ('NEU', 0.5292338969701373), ('POS', 0.008875801941498592)])
070-VI-00008.txt: ([('NEG', 0.5004790436568047), ('NEU', 0.4827226221005253), ('POS', 0.01679833424266994)])
070-VI-00009.txt: ([('NEG', 0.6530560701990455), ('NEU', 0.29874990297481824), ('POS', 0.04819402682613628)])
070-VI-00011.txt: ([('NEG', 0.2967141899001001), ('NEU', 0.6986885320277658), ('POS', 0.004597278072134051)])
070-VI-00016.txt: ([('NEG', 0.5769129357098596), ('NEU', 0.3937998240712389), ('POS', 0.029287240218901528)])
070-VI-00022.txt: ([('NEG', 0.5833673848701321), ('NEU', 0.397436442135948), ('POS', 0.01919617299391993)])
070-VI-00026.txt: ([('NEG', 0.5461210019639073), ('NEU', 0.4058661888849988), ('POS', 0.04801280915109383)])
070-VI-00027.txt: ([('NEG', 0.5082683448581962), ('NEU', 0.4571395943230701), ('POS', 0.034592060818733755)])
070-VI-00035.txt: ([('NEG', 0.5478885681161724), ('NEU', 0.3669293376064398), ('POS', 0.0851820942773878)])
070-VI-00036.txt: ([('NEG', 0.4674624281289639), ('NEU', 0.458651191952117), ('POS', 0.0738863799189191)])
070-VI-00038.txt: ([('NEG', 0.635832997209893), ('NEU', 0.2990394868833695), ('POS', 0.06512751590673758)])
070-VI-00046.txt: ([('NEG', 0.603132108766041), ('NEU', 0.39686789123395905), ('POS', 0.0)])
070-VI-00050.txt: ([('NEG', 0.42380191133910994), ('NEU', 0.5614926436701674), ('POS', 0.01470544499072268)])
070-VI-00051.txt: ([('NEG', 0.5705353631650728), ('NEU', 0.4113918696692905), ('POS', 0.018072767165636737)])
070-VI-00058.txt: ([('NEG', 0.595993609857312), ('NEU', 0.36456835814251526), ('POS', 0.03943803200017278)])
070-VI-00065.txt: ([('NEG', 0.5877262966114823), ('NEU', 0.37427533365568666), ('POS', 0.03799836973283104)])
070-VI-00093.txt: ([('NEG', 0.41224208861325284), ('NEU', 0.5731675866159567), ('POS', 0.014590324770790534)])
070-VI-00100.txt: ([('NEG', 0.5948095459311462), ('NEU', 0.40519045406885373), ('POS', 0.0)])
071-PR-03459.txt: ([('NEG', 0.5543441958722038), ('NEU', 0.3973271757569259), ('POS', 0.04832862837087027)])
071-PR-03460.txt: ([('NEG', 0.5274077988637627), ('NEU', 0.4139348330967826), ('POS', 0.05865736803945478)])
071-VI-00001.txt: ([('NEG', 0.5698733898163529), ('NEU', 0.38167451365639665), ('POS', 0.04845209652725044)])
071-VI-00004.txt: ([('NEG', 0.6128802826902865), ('NEU', 0.3477615880289018), ('POS', 0.03935812928081169)])
073-VI-00001.txt: ([('NEG', 0.5203333875507996), ('NEU', 0.46066027044365426), ('POS', 0.019006342005546146)])
073-VI-00003.txt: ([('NEG', 0.5542906591275735), ('NEU', 0.4156157093776853), ('POS', 0.030093631494741195)])
073-VI-00012.txt: ([('NEG', 0.473559699304349), ('NEU', 0.4651860360668522), ('POS', 0.06125426462879879)])
074-VI-00002.txt: ([('NEG', 0.3669236429762254), ('NEU', 0.5901744739900895), ('POS', 0.042901883033685105)])
074-VI-00004.txt: ([('NEG', 0.4502845515756099), ('NEU', 0.5183219594322899), ('POS', 0.03139348899210028)])
074-VI-00005.txt: ([('NEG', 0.5455332162491284), ('NEU', 0.4000175611741987), ('POS', 0.054449222576672895)])
075-AA-00002.txt: ([('NEG', 0.4622796719123609), ('NEU', 0.5126245662641487), ('POS', 0.02509576182349043)])
075-AA-00003.txt: ([('NEG', 0.4989974028753264), ('NEU', 0.4617345954930326), ('POS', 0.03926800163164103)])
075-VI-00001.txt: ([('NEG', 0.579638128741285), ('NEU', 0.38168895081159127), ('POS', 0.038672920447123726)])
075-VI-00003.txt: ([('NEG', 0.47163089080727677), ('NEU', 0.48504227047920156), ('POS', 0.04332683871352168)])
075-VI-00004.txt: ([('NEG', 0.6064696391668121), ('NEU', 0.3252344892185244), ('POS', 0.06829587161466351)])
075-VI-00005.txt: ([('NEG', 0.5816867157786862), ('NEU', 0.40887760612853064), ('POS', 0.009435678092783117)])
075-VI-00007.txt: ([('NEG', 0.6107481956325301), ('NEU', 0.368967741582067), ('POS', 0.02028406278540283)])
076-CO-00120.txt: ([('NEG', 0.5076170949833545), ('NEU', 0.4661904540073458), ('POS', 0.026192451009299615)])
076-HV-00007.txt: ([('NEG', 0.3606244524782149), ('NEU', 0.6214543309684533), ('POS', 0.01792121655333183)])
076-HV-00022.txt: ([('NEG', 0.3798414189469067), ('NEU', 0.6130468590519766), ('POS', 0.007111722001116613)])
076-HV-00024.txt: ([('NEG', 0.281573996088524), ('NEU', 0.6931508667264995), ('POS', 0.02527513718497651)])
077-PR-00130.txt: ([('NEG', 0.5461322898230985), ('NEU', 0.4466730998455483), ('POS', 0.007194610331353194)])
077-PR-00131.txt: ([('NEG', 0.5507303618311657), ('NEU', 0.43288209538670797), ('POS', 0.016387542782126296)])
077-PR-00443.txt: ([('NEG', 0.4944564944509265), ('NEU', 0.47509925459668567), ('POS', 0.03044425095238782)])
077-PR-00447.txt: ([('NEG', 0.6313592378256279), ('NEU', 0.35010095609332575), ('POS', 0.01853980608104644)])
077-VI-00002.txt: ([('NEG', 0.4547239945366877), ('NEU', 0.5319988313016788), ('POS', 0.013277174161633517)])
077-VI-00003.txt: ([('NEG', 0.5757343104622749), ('NEU', 0.3672252666837293), ('POS', 0.057040422853995805)])
077-VI-00013.txt: ([('NEG', 0.4872436428518502), ('NEU', 0.5000480432825016), ('POS', 0.01270831386564822)])
077-VI-00014.txt: ([('NEG', 0.5439796880396699), ('NEU', 0.4181826332098414), ('POS', 0.03783767875048875)])
077-VI-00018.txt: ([('NEG', 0.578807863176945), ('NEU', 0.3765773047482943), ('POS', 0.04461483207476072)])
079-CO-00187.txt: ([('NEG', 0.48085397124221657), ('NEU', 0.5100438838133311), ('POS', 0.009102144944452398)])
079-VI-00002.txt: ([('NEG', 0.6316980985940139), ('NEU', 0.368301901405986), ('POS', 0.0)])
079-VI-00024.txt: ([('NEG', 0.5063177945520624), ('NEU', 0.48551662746843927), ('POS', 0.00816557797949838)])
080-CO-00219.txt: ([('NEG', 0.4710698953058959), ('NEU', 0.480874504988222), ('POS', 0.04805559970588211)])
080-VI-00035.txt: ([('NEG', 0.49361943936230074), ('NEU', 0.43486175515882813), ('POS', 0.07151880547887114)])
080-VI-00037.txt: ([('NEG', 0.5480740382962096), ('NEU', 0.4127436890877309), ('POS', 0.039182272616059534)])
080-VI-00039.txt: ([('NEG', 0.3689122515061612), ('NEU', 0.5249700302746361), ('POS', 0.10611771821920273)])
081-PR-02192.txt: ([('NEG', 0.40348789205059243), ('NEU', 0.5451679121128052), ('POS', 0.05134419583660225)])
083-CO-00388.txt: ([('NEG', 0.5836662004214127), ('NEU', 0.3846875961634086), ('POS', 0.031646203415178695)])
083-PR-00236.txt: ([('NEG', 0.38383910112501046), ('NEU', 0.5660523137183437), ('POS', 0.050108585156645714)])
083-PR-02578.txt: ([('NEG', 0.5043833846469044), ('NEU', 0.4788607285552211), ('POS', 0.01675588679787451)])
083-VI-00003.txt: ([('NEG', 0.5288553924106013), ('NEU', 0.43029058939751536), ('POS', 0.04085401819188335)])
083-VI-00006.txt: ([('NEG', 0.5007380345778808), ('NEU', 0.4300606895384561), ('POS', 0.06920127588366314)])
083-VI-00007.txt: ([('NEG', 0.3415556104346448), ('NEU', 0.5990438260911326), ('POS', 0.059400563474222574)])
084-PR-00402.txt: ([('NEG', 0.3853687911061746), ('NEU', 0.5941740786381021), ('POS', 0.0204571302557232)])
084-PR-03210.txt: ([('NEG', 0.5339304768715062), ('NEU', 0.40469410318415794), ('POS', 0.06137541994433582)])
084-VI-00001.txt: ([('NEG', 0.3256116354793532), ('NEU', 0.6281681825897532), ('POS', 0.0462201819308936)])
085-PR-03537.txt: ([('NEG', 0.47483988601071897), ('NEU', 0.42629880393395636), ('POS', 0.09886131005532471)])
085-VI-00002.txt: ([('NEG', 0.4909841848004463), ('NEU', 0.44850926055372287), ('POS', 0.060506554645830816)])
085-VI-00003.txt: ([('NEG', 0.38093710098976064), ('NEU', 0.5360526138007605), ('POS', 0.08301028520947877)])
086-VI-00005.txt: ([('NEG', 0.6519172573705482), ('NEU', 0.2971359279552), ('POS', 0.05094681467425188)])
087-AA-00001.txt: ([('NEG', 0.44955558898560166), ('NEU', 0.48725601415799397), ('POS', 0.06318839685640439)])
088-AA-00001.txt: ([('NEG', 0.4647988989931094), ('NEU', 0.5308367010245226), ('POS', 0.004364399982367993)])
088-AA-00002.txt: ([('NEG', 0.30519695854120027), ('NEU', 0.6670627736020246), ('POS', 0.027740267856775108)])
088-AA-00003.txt: ([('NEG', 0.6076229879492211), ('NEU', 0.3675809052697161), ('POS', 0.02479610678106282)])
088-AA-00004.txt: ([('NEG', 0.29585027276384723), ('NEU', 0.675452706541273), ('POS', 0.028697020694879748)])
088-CO-00018.txt: ([('NEG', 0.5489163325436223), ('NEU', 0.43690357786503375), ('POS', 0.014180089591343958)])
088-VI-00009.txt: ([('NEG', 0.5568497071841552), ('NEU', 0.4204369688625404), ('POS', 0.02271332395330448)])
088-VI-00012.txt: ([('NEG', 0.5595146120111092), ('NEU', 0.39660478189317516), ('POS', 0.04388060609571563)])
088-VI-00014.txt: ([('NEG', 0.5526553151552294), ('NEU', 0.43021500069372054), ('POS', 0.017129684151050106)])
088-VI-00015.txt: ([('NEG', 0.6331698327597635), ('NEU', 0.34050804960236636), ('POS', 0.026322117637870204)])
089-AA-00001.txt: ([('NEG', 0.6074741966307697), ('NEU', 0.35293035316484944), ('POS', 0.03959545020438085)])
089-AA-00002.txt: ([('NEG', 0.46455605864162125), ('NEU', 0.5102899934002864), ('POS', 0.025153947958092393)])
089-AA-00003.txt: ([('NEG', 0.48674027811094206), ('NEU', 0.4677586237780558), ('POS', 0.04550109811100212)])
089-AA-00004.txt: ([('NEG', 0.46395728634907746), ('NEU', 0.5003407536798286), ('POS', 0.03570195997109403)])
089-VI-00002.txt: ([('NEG', 0.5519965554526134), ('NEU', 0.42860785234412896), ('POS', 0.019395592203257615)])
089-VI-00003.txt: ([('NEG', 0.4297898763967726), ('NEU', 0.5542742715563963), ('POS', 0.015935852046831175)])
089-VI-00006.txt: ([('NEG', 0.5743139420987828), ('NEU', 0.3809119527157818), ('POS', 0.04477410518543532)])
089-VI-00010.txt: ([('NEG', 0.5719404032838649), ('NEU', 0.3954769702706632), ('POS', 0.03258262644547197)])
089-VI-00018.txt: ([('NEG', 0.5542970183719729), ('NEU', 0.4107385655990336), ('POS', 0.034964416028993535)])
089-VI-00019.txt: ([('NEG', 0.6084146317157255), ('NEU', 0.32239626480017336), ('POS', 0.06918910348410118)])
089-VI-00021.txt: ([('NEG', 0.7127376654500148), ('NEU', 0.257832267739089), ('POS', 0.029430066810896147)])
089-VI-00022.txt: ([('NEG', 0.5826872500904015), ('NEU', 0.3741867852452824), ('POS', 0.04312596466431615)])
089-VI-00023.txt: ([('NEG', 0.45967985573157133), ('NEU', 0.4534937768180155), ('POS', 0.08682636745041317)])
089-VI-00025.txt: ([('NEG', 0.4060074811306533), ('NEU', 0.5197719812514541), ('POS', 0.07422053761789259)])
090-PR-00392.txt: ([('NEG', 0.5447500243653582), ('NEU', 0.3991362650208999), ('POS', 0.056113710613741916)])
090-VI-00001.txt: ([('NEG', 0.530786709109111), ('NEU', 0.4414195623500372), ('POS', 0.027793728540851857)])
090-VI-00010.txt: ([('NEG', 0.5595546556388203), ('NEU', 0.4288370285956225), ('POS', 0.011608315765557159)])
090-VI-00011.txt: ([('NEG', 0.5168370820519795), ('NEU', 0.4501843306748194), ('POS', 0.032978587273201014)])
091-CO-00563.txt: ([('NEG', 0.44684886926494466), ('NEU', 0.4528332612303468), ('POS', 0.10031786950470854)])
093-VI-00014.txt: ([('NEG', 0.443627054648751), ('NEU', 0.5165376192401253), ('POS', 0.03983532611112364)])
093-VI-00015.txt: ([('NEG', 0.41760309783267574), ('NEU', 0.5686630496627781), ('POS', 0.01373385250454613)])
093-VI-00017.txt: ([('NEG', 0.6844649050034253), ('NEU', 0.30496774558578765), ('POS', 0.010567349410787075)])
093-VI-00019.txt: ([('NEG', 0.6043563389506036), ('NEU', 0.3722144071114456), ('POS', 0.023429253937950773)])
093-VI-00020.txt: ([('NEG', 0.6313481409228068), ('NEU', 0.35015417358052964), ('POS', 0.018497685496663595)])
093-VI-00021.txt: ([('NEG', 0.4379367662919877), ('NEU', 0.5077224919046643), ('POS', 0.054340741803348004)])
095-AA-00001.txt: ([('NEG', 0.4115165898790067), ('NEU', 0.5715696717307305), ('POS', 0.016913738390262778)])
095-DC-00013.txt: ([('NEG', 0.4450261222732807), ('NEU', 0.5001784772156774), ('POS', 0.05479540051104187)])
095-PR-03103.txt: ([('NEG', 0.7184789288399485), ('NEU', 0.2773187760315138), ('POS', 0.004202295128537706)])
095-PR-03131.txt: ([('NEG', 0.6174694872360994), ('NEU', 0.34869534156021725), ('POS', 0.03383517120368329)])
095-VI-00001.txt: ([('NEG', 0.4301627580419821), ('NEU', 0.4941356266589259), ('POS', 0.07570161529909199)])
098-AA-00001.txt: ([('NEG', 0.2928906044398613), ('NEU', 0.7071093955601386), ('POS', 0.0)])
098-VI-00001.txt: ([('NEG', 0.4395002952770337), ('NEU', 0.5604997047229663), ('POS', 0.0)])
098-VI-00002.txt: ([('NEG', 0.4871294031564489), ('NEU', 0.492057860594595), ('POS', 0.02081273624895612)])
098-VI-00003.txt: ([('NEG', 0.38589985325285125), ('NEU', 0.5931106281675117), ('POS', 0.020989518579637052)])
098-VI-00004.txt: ([('NEG', 0.3434257743447445), ('NEU', 0.6500188822250171), ('POS', 0.0065553434302382686)])
098-VI-00010.txt: ([('NEG', 0.512690220799187), ('NEU', 0.4506434215163358), ('POS', 0.036666357684477124)])
098-VI-00012.txt: ([('NEG', 0.5521139136733877), ('NEU', 0.4376869685386545), ('POS', 0.010199117787957769)])
098-VI-00016.txt: ([('NEG', 0.28377392108827026), ('NEU', 0.703156858044205), ('POS', 0.013069220867524683)])
098-VI-00021.txt: ([('NEG', 0.5887835620349288), ('NEU', 0.39426467649007146), ('POS', 0.016951761474999716)])
098-VI-00031.txt: ([('NEG', 0.4229171247719278), ('NEU', 0.5543730713601014), ('POS', 0.022709803867970856)])
098-VI-00036.txt: ([('NEG', 0.31851830060684766), ('NEU', 0.6489865518662661), ('POS', 0.03249514752688628)])
100-PR-00774.txt: ([('NEG', 0.418311671846645), ('NEU', 0.4660411760504828), ('POS', 0.11564715210287227)])
100-VI-00012.txt: ([('NEG', 0.4495970252893357), ('NEU', 0.4605946122924436), ('POS', 0.08980836241822072)])
100-VI-00016.txt: ([('NEG', 0.45436880335168073), ('NEU', 0.5241914438097981), ('POS', 0.02143975283852114)])
100-VI-00026.txt: ([('NEG', 0.5684404842349225), ('NEU', 0.4125906254640572), ('POS', 0.01896889030102023)])
1003-VI-00002.txt: ([('NEG', 0.5684404842349225), ('NEU', 0.4125906254640572), ('POS', 0.01896889030102023)])
1004-VI-00001.txt: ([('NEG', 0.5684404842349225), ('NEU', 0.4125906254640572), ('POS', 0.01896889030102023)])
1004-VI-00002.txt: ([('NEG', 0.5684404842349225), ('NEU', 0.4125906254640572), ('POS', 0.01896889030102023)])
101-VI-00001.txt: ([('NEG', 0.6357520142336883), ('NEU', 0.35100773351864745), ('POS', 0.013240252247664201)])
101-VI-00002.txt: ([('NEG', 0.5250321540428597), ('NEU', 0.4399401506825963), ('POS', 0.035027695274543996)])
101-VI-00003.txt: ([('NEG', 0.39376632072410345), ('NEU', 0.5517098547363759), ('POS', 0.05452382453952058)])
101-VI-00005.txt: ([('NEG', 0.5214168076623773), ('NEU', 0.38222210848758265), ('POS', 0.09636108385004001)])
101-VI-00006.txt: ([('NEG', 0.5992891817476909), ('NEU', 0.3180301631308677), ('POS', 0.08268065512144147)])
101-VI-00007.txt: ([('NEG', 0.5327215838710297), ('NEU', 0.40550195606046807), ('POS', 0.06177646006850215)])
101-VI-00008.txt: ([('NEG', 0.41906787874160245), ('NEU', 0.55422186433967), ('POS', 0.026710256918727505)])
101-VI-00010.txt: ([('NEG', 0.47562793041536916), ('NEU', 0.4576946353903989), ('POS', 0.0666774341942319)])
101-VI-00011.txt: ([('NEG', 0.42389297743194215), ('NEU', 0.45939326097516847), ('POS', 0.11671376159288939)])
101-VI-00014.txt: ([('NEG', 0.6580172387308727), ('NEU', 0.34198276126912736), ('POS', 0.0)])
101-VI-00016.txt: ([('NEG', 0.33587713206997555), ('NEU', 0.5290759830355862), ('POS', 0.1350468848944382)])
101-VI-00017.txt: ([('NEG', 0.47577380959222965), ('NEU', 0.4852724956792683), ('POS', 0.03895369472850205)])
101-VI-00021.txt: ([('NEG', 0.7137892172905188), ('NEU', 0.2491497965161132), ('POS', 0.037060986193368034)])
101-VI-00022.txt: ([('NEG', 0.642650457847094), ('NEU', 0.3323399422414147), ('POS', 0.025009599911491282)])
101-VI-00026.txt: ([('NEG', 0.5159428825568245), ('NEU', 0.42538926499879953), ('POS', 0.05866785244437596)])
101-VI-00027.txt: ([('NEG', 0.4980102908196616), ('NEU', 0.5019897091803384), ('POS', 0.0)])
101-VI-00028.txt: ([('NEG', 0.5575926929609059), ('NEU', 0.3373891678977222), ('POS', 0.10501813914137191)])
102-VI-00005.txt: ([('NEG', 0.42372443984629626), ('NEU', 0.5172214042305393), ('POS', 0.05905415592316439)])
102-VI-00006.txt: ([('NEG', 0.41709557470164565), ('NEU', 0.5555573061262324), ('POS', 0.02734711917212195)])
1026-PR-02505.txt: ([('NEG', 0.41709557470164565), ('NEU', 0.5555573061262324), ('POS', 0.02734711917212195)])
104-VI-00001.txt: ([('NEG', 0.4460368541782733), ('NEU', 0.48045670270960655), ('POS', 0.07350644311212012)])
1043-VI-00008.txt: ([('NEG', 0.4460368541782733), ('NEU', 0.48045670270960655), ('POS', 0.07350644311212012)])
1044-PR-02078.txt: ([('NEG', 0.4460368541782733), ('NEU', 0.48045670270960655), ('POS', 0.07350644311212012)])
1044-PR-02079.txt: ([('NEG', 0.4460368541782733), ('NEU', 0.48045670270960655), ('POS', 0.07350644311212012)])
105-VI-00001.txt: ([('NEG', 0.4685378885345782), ('NEU', 0.4689249884669802), ('POS', 0.06253712299844161)])
105-VI-00002.txt: ([('NEG', 0.3540246295877379), ('NEU', 0.6285987540887122), ('POS', 0.01737661632354988)])
105-VI-00004.txt: ([('NEG', 0.530082929014392), ('NEU', 0.4602049246527477), ('POS', 0.009712146332860293)])
105-VI-00010.txt: ([('NEG', 0.37723532956844613), ('NEU', 0.42969461553827815), ('POS', 0.19307005489327572)])
